FORMATION,BIT SIZE (in),TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb*ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Seno carbonate,16,266,266.02,75.9,6,378.8,230,84,4965,8.9,8.9,23,7.86,31/07/2010 03.17.03
Seno carbonate,16,267,267.02,50.8,11,378.6,229,84,6162,8.9,8.9,24,7.9,31/07/2010 03.19.06
Seno carbonate,16,268,268.01,31.9,9,378.8,238,84,3988,8.9,8.9,24,7.97,31/07/2010 03.23.43
Seno carbonate,16,269,269,27.8,8,378.7,257,85,3747,8.9,8.9,24,8.05,31/07/2010 03.28.03
Seno carbonate,16,270,270.01,18.6,7,379.1,249,85,2340,8.9,8.9,25,8.12,31/07/2010 03.32.17
Seno carbonate,16,271,271.01,20.8,8,382.6,251,84,2779,8.468,7.975,25,8.19,31/07/2010 04.05.25
Seno carbonate,16,272,272.02,40.7,6,384.9,237,82,2817,8.496,7.991,25,8.24,31/07/2010 04.08.22
Seno carbonate,16,273,273.02,49.8,3,385.1,233,83,1428,8.505,7.999,25,8.26,31/07/2010 04.09.43
Seno carbonate,16,274,274.03,55.8,4,385.1,236,83,2300,8.509,7.982,25,8.3,31/07/2010 04.12.17
Seno carbonate,16,275,275.03,79.2,5,384.7,237,82,3227,8.533,7.997,24,8.32,31/07/2010 04.13.20
Seno carbonate,16,276,276.05,101.5,2,384.8,238,83,1792,8.529,8.005,24,8.33,31/07/2010 04.13.59
Seno carbonate,16,277,277.06,115.4,3,384.8,241,83,1648,8.533,8,24,8.34,31/07/2010 04.14.31
Seno carbonate,16,278,278.06,121.8,3,384.6,242,83,1981,8.536,8.015,25,8.35,31/07/2010 04.15.01
Seno carbonate,16,279,279.05,121,3,384.7,248,83,2071,8.535,8.013,25,8.36,31/07/2010 04.15.32
Seno carbonate,16,280,280.02,108.9,6,384.6,250,82,4119,8.538,7.993,24,8.37,31/07/2010 04.16.10
Seno carbonate,16,281,281.02,43.4,7,384.6,248,82,3349,8.536,8.008,25,8.4,31/07/2010 04.18.16
Seno carbonate,16,282,282.03,71.5,4,384.6,252,82,2479,8.535,8.004,25,8.43,31/07/2010 04.19.47
Seno carbonate,16,283,283.03,98.8,3,384.6,254,83,2384,8.542,8.013,25,8.44,31/07/2010 04.20.26
Seno carbonate,16,284,284.01,100.3,7,384.7,256,83,3275,8.553,8.001,25,8.49,31/07/2010 04.23.19
Seno carbonate,16,285,285,58.3,6,384.7,255,82,3012,8.539,8.003,24,8.53,31/07/2010 04.25.57
Seno carbonate,16,286,286.02,26.9,7,384.8,254,82,4193,8.548,7.979,24,8.59,31/07/2010 04.29.38
Seno carbonate,16,287,287.01,32.6,6,384.7,254,82,4222,8.524,7.995,24,8.63,31/07/2010 04.31.59
Seno carbonate,16,288,288.01,47.8,6,384.7,255,82,5005,8.504,8.01,24,8.66,31/07/2010 04.33.44
Seno carbonate,16,289,289.02,45.6,7,384.7,253,82,3774,8.506,8,24,8.72,31/07/2010 04.37.37
Seno carbonate,16,290,290.01,39,4,384.8,253,83,2413,8.495,7.992,24,8.76,31/07/2010 04.39.31
Seno carbonate,16,291,291.01,25.6,11,384.7,254,82,4777,8.524,7.945,24,8.8,31/07/2010 04.42.05
Seno carbonate,16,292,292,13.1,12,384.7,250,82,4495,8.525,7.948,24,8.95,31/07/2010 04.51.11
Seno carbonate,16,293,293,24.3,9,384.7,243,82,5160,8.52,7.811,24,9.01,31/07/2010 04.54.32
Seno carbonate,16,294,294.01,28,10,384.8,244,81,6262,8.519,7.844,24,9.05,31/07/2010 04.56.53
Seno carbonate,16,295,295.02,50.9,4,384.7,243,83,3664,8.52,7.837,24,9.07,31/07/2010 04.58.35
Seno carbonate,16,296,296,73.2,6,384.5,245,82,4033,8.522,7.834,24,9.1,31/07/2010 05.00.18
Seno carbonate,16,297,297.01,41.8,5,384.8,243,83,3047,8.524,7.847,25,9.13,31/07/2010 05.02.11
Seno carbonate,16,298,298.01,44.8,6,385.2,241,85,2851,8.528,7.857,25,9.2,31/07/2010 05.07.45
Seno carbonate,16,299,299,8.4,8,397.6,271,82,2364,8.53,7.812,25,9.48,31/07/2010 05.57.01
Seno carbonate,16,300,300.02,36.8,6,401.3,277,85,3393,8.536,7.773,26,9.53,31/07/2010 05.59.53
Seno carbonate,16,301,301.02,19.3,4,401.4,279,85,2160,8.531,7.775,26,9.59,31/07/2010 06.03.49
Seno carbonate,16,302,302.01,19.4,7,401.3,280,84,3795,8.546,7.782,25,9.68,31/07/2010 06.09.19
Seno carbonate,16,303,303.02,35.4,6,401.6,281,85,4458,8.547,7.706,26,9.74,31/07/2010 06.12.58
Seno carbonate,16,304,304.01,24.1,8,401.5,281,84,5662,8.536,7.74,25,9.8,31/07/2010 06.16.11
Seno carbonate,16,305,305.01,15.4,5,401.7,281,85,2413,8.529,7.85,25,9.9,31/07/2010 06.22.28
Seno carbonate,16,306,306.02,26.3,4,401.7,280,85,2244,8.522,8.008,25,10.01,31/07/2010 06.28.47
Seno carbonate,16,307,307,16.3,7,401.7,278,85,2571,8.522,8.143,25,10.1,31/07/2010 06.34.23
Seno carbonate,16,308,308,27.1,9,401.6,277,85,3797,8.52,8.284,26,10.15,31/07/2010 06.37.32
Seno carbonate,16,309,309,22.8,10,401.9,278,85,3824,8.523,8.411,26,10.32,31/07/2010 06.47.43
Seno carbonate,16,310,310.01,5.3,10,401.9,275,85,3139,8.53,8.654,26,10.59,31/07/2010 07.03.31
Seno carbonate,16,311,311.01,24.6,4,663.1,802,136,1960,8.532,8.781,33,10.74,31/07/2010 07.12.27
Seno carbonate,16,312,312.01,28.6,6,701.6,878,146,3236,8.534,8.77,34,10.78,31/07/2010 07.15.00
Seno carbonate,16,313,313.01,30.6,9,701.9,880,146,4308,8.538,8.714,34,10.81,31/07/2010 07.17.10
Seno carbonate,16,314,314.01,34.1,9,702,881,146,4348,8.543,8.724,34,10.85,31/07/2010 07.19.04
Seno carbonate,16,315,315.01,45.3,8,702,882,146,4459,8.548,8.821,34,10.88,31/07/2010 07.20.56
Seno carbonate,16,316,316.02,44.4,5,702.2,884,147,2426,8.54,8.875,34,10.9,31/07/2010 07.22.30
Seno carbonate,16,317,317.01,42.7,7,702.4,886,146,3374,8.537,8.908,34,10.94,31/07/2010 07.24.39
Seno carbonate,16,318,318.01,21.8,9,702.5,884,146,4348,8.536,8.918,34,10.99,31/07/2010 07.27.53
Seno carbonate,16,319,319.01,41.9,16,702.7,883,145,5627,8.534,9.008,34,11.04,31/07/2010 07.30.24
Seno carbonate,16,320,320,28.1,19,702.6,882,145,6749,8.527,9.138,34,11.08,31/07/2010 07.32.47
Seno carbonate,16,321,321.02,42.8,17,702.9,885,145,6067,8.53,9.099,34,11.11,31/07/2010 07.34.47
Seno carbonate,16,322,322.01,51.5,14,702.9,885,146,5218,8.535,9.03,34,11.13,31/07/2010 07.36.02
Seno carbonate,16,323,323.01,34.8,19,703,888,145,6108,8.537,8.991,34,11.17,31/07/2010 07.38.11
Seno carbonate,16,324,324,35.9,15,703,888,146,5220,8.536,9.214,34,11.2,31/07/2010 07.40.19
Seno carbonate,16,325,325.01,39,16,703.4,888,146,5052,8.537,9.636,34,11.24,31/07/2010 07.42.23
Seno carbonate,16,326,326.02,42.5,6,619,699,83,2134,8.522,10.485,32,11.32,31/07/2010 11.15.36
Seno carbonate,16,327,327,47,7,549.2,540,62,1860,8.515,10.522,30,11.42,31/07/2010 11.21.31
Seno carbonate,16,328,328.01,13.7,8,585.4,622,63,2428,8.505,10.46,31,11.54,31/07/2010 11.28.45
Seno carbonate,16,329,329,20.8,11,645.1,745,53,3623,8.489,10.454,32,11.62,31/07/2010 11.35.24
Seno carbonate,16,330,330.02,33.3,14,645.1,733,58,4926,8.483,10.45,32,11.67,31/07/2010 11.37.55
Seno carbonate,16,331,331.01,61.7,12,644.7,732,82,3857,8.488,10.416,32,11.69,31/07/2010 11.39.12
Seno carbonate,16,332,332.01,22.3,16,644.7,730,95,6303,8.487,10.468,33,11.74,31/07/2010 11.42.03
Seno carbonate,16,333,333.01,21.8,15,645.3,734,79,5507,8.486,10.524,32,11.81,31/07/2010 11.46.50
Seno carbonate,16,334,334.01,17.9,15,645.8,741,49,5894,8.483,10.513,32,11.91,31/07/2010 11.52.27
Seno carbonate,16,335,335,15.7,11,646,745,48,4349,8.474,10.506,32,11.98,31/07/2010 11.56.38
Seno carbonate,16,336,336.01,21.3,16,646,749,52,6281,8.458,10.543,32,12.04,31/07/2010 12.00.05
Seno carbonate,16,337,337.01,13.6,14,646.1,752,52,4641,8.44,10.565,32,12.13,31/07/2010 12.05.51
Seno carbonate,16,338,338.01,26.8,14,646.4,753,51,4914,8.441,10.642,32,12.19,31/07/2010 12.09.33
Seno carbonate,16,339,339.01,11,15,646.6,754,49,5369,8.442,10.592,33,12.3,31/07/2010 12.16.07
Seno carbonate,16,340,340.01,24.6,16,646.5,754,55,6764,8.461,10.514,32,12.35,31/07/2010 12.18.54
Seno carbonate,16,341,341.02,56.8,15,647,757,51,5494,8.457,10.555,32,12.39,31/07/2010 12.21.29
Seno carbonate,16,342,342.02,43.4,9,646.3,756,80,4780,8.451,10.577,32,12.42,31/07/2010 12.23.01
Seno carbonate,16,343,343,36.7,10,646.1,758,89,4691,8.45,10.596,32,12.45,31/07/2010 12.25.05
Seno carbonate,16,344,344.01,24.7,15,646.3,758,89,5505,8.44,10.56,32,12.5,31/07/2010 12.27.49
Seno carbonate,16,345,345.01,44.8,14,646.4,762,89,5645,8.435,10.576,32,12.53,31/07/2010 12.29.31
Seno carbonate,16,346,346.02,52.5,10,646.5,763,93,3301,8.437,10.599,32,12.55,31/07/2010 12.30.41
Seno carbonate,16,347,347.02,42.7,15,646.6,764,94,5548,8.443,10.613,32,12.57,31/07/2010 12.32.09
Seno carbonate,16,348,348,37.4,17,646.5,766,93,6393,8.436,10.683,32,12.6,31/07/2010 12.34.14
Seno carbonate,16,349,349,24.2,17,646.8,769,84,6026,8.432,10.674,32,12.66,31/07/2010 12.37.45
Seno carbonate,16,350,350.01,35.8,15,646.9,767,84,5516,8.42,10.565,32,12.7,31/07/2010 12.40.03
Seno carbonate,16,351,351.01,34,16,646.6,770,94,5807,8.441,10.585,33,12.74,31/07/2010 12.42.16
Seno carbonate,16,352,352.01,39.9,15,646.8,767,94,5016,8.44,10.625,33,12.77,31/07/2010 12.44.12
Seno carbonate,16,353,353.01,70.9,12,646.7,778,94,3452,8.45,10.655,33,12.79,31/07/2010 12.45.29
Seno carbonate,16,354,354.02,103.8,12,646.8,779,95,4094,8.44,10.651,32,12.8,31/07/2010 12.46.13
Seno carbonate,16,355,355.03,115.9,13,646.7,776,94,3590,8.439,10.64,32,12.81,31/07/2010 12.46.48
Seno carbonate,16,356,356.03,126.6,14,646.4,774,95,4315,8.44,10.641,32,12.83,31/07/2010 12.47.45
Seno carbonate,16,357,357.04,118,14,647,776,94,4773,8.443,10.629,32,12.84,31/07/2010 12.48.24
Seno carbonate,16,358,358.03,36.7,7,645.5,755,83,3581,8.446,10.552,32,12.91,31/07/2010 13.14.53
Seno carbonate,16,359,359.03,59.5,15,643.2,738,91,5157,8.454,10.491,32,12.93,31/07/2010 13.16.00
Seno carbonate,16,360,360.02,59.6,16,643.5,738,91,5632,8.46,10.459,32,12.95,31/07/2010 13.17.21
Seno carbonate,16,361,361.01,61.9,16,643.8,752,87,5420,8.459,10.468,32,12.97,31/07/2010 13.18.44
Seno carbonate,16,362,362.04,67.1,15,643.6,757,87,4295,8.447,10.495,33,12.99,31/07/2010 13.19.49
Seno carbonate,16,363,363.02,83.6,13,643.7,763,87,4132,8.451,10.511,32,13,31/07/2010 13.20.36
Seno carbonate,16,364,364.05,83.6,16,643.9,762,87,6103,8.453,10.524,33,13.02,31/07/2010 13.21.25
Seno carbonate,16,365,365.02,40.9,17,644.1,767,86,6109,8.456,10.561,32,13.05,31/07/2010 13.23.11
Seno carbonate,16,366,366.02,36.8,18,644,776,86,6269,8.458,10.61,32,13.08,31/07/2010 13.25.04
Seno carbonate,16,367,367.02,61.9,12,644.2,772,87,3868,8.457,10.659,32,13.1,31/07/2010 13.26.32
Seno carbonate,16,368,368.01,65.4,11,644.4,783,87,3840,8.467,10.691,32,13.12,31/07/2010 13.27.36
Seno carbonate,16,369,369.02,42.5,16,644.2,784,87,5624,8.463,10.671,32,13.15,31/07/2010 13.29.14
Seno carbonate,16,370,370.02,41.4,18,644.2,787,92,6109,8.469,10.63,32,13.17,31/07/2010 13.30.48
Seno carbonate,16,371,371.01,35.5,19,644.1,791,96,6519,8.45,10.65,32,13.2,31/07/2010 13.32.38
Seno carbonate,16,372,372.02,46.8,18,644.4,788,96,6046,8.481,10.639,32,13.23,31/07/2010 13.34.09
Seno carbonate,16,373,373.01,36.8,18,644.6,789,68,6120,8.478,10.624,32,13.27,31/07/2010 13.36.48
Seno carbonate,16,374,374.01,32.6,19,644.3,788,82,6201,8.476,10.719,32,13.31,31/07/2010 13.38.51
Seno carbonate,16,375,375.04,49,16,644.3,787,84,5389,8.474,10.856,32,13.34,31/07/2010 13.40.32
Seno carbonate,16,376,376.01,57.7,14,644.4,784,90,4271,8.467,10.911,32,13.36,31/07/2010 13.41.47
Seno carbonate,16,377,377.01,28,20,644.8,786,64,6710,8.485,10.851,33,13.43,31/07/2010 13.46.09
Seno carbonate,16,378,378,29.8,20,645,780,63,6489,8.516,10.057,32,13.54,31/07/2010 13.52.29
Seno carbonate,16,379,379.01,25.7,17,644.9,784,66,5488,8.531,9.012,33,13.63,31/07/2010 13.58.02
Seno carbonate,16,380,380,10.3,19,645.2,787,49,6709,8.528,8.973,32,13.74,31/07/2010 14.04.59
Seno carbonate,16,381,381.01,11.6,19,645.1,790,51,6889,8.855,8.95,32,13.84,31/07/2010 14.10.34
Seno carbonate,16,382,382,12.2,20,645.1,790,50,6741,8.988,8.933,32,13.95,31/07/2010 14.17.17
Seno carbonate,16,383,383.02,14.6,21,666.5,841,48,7057,8.988,8.936,32,14.04,31/07/2010 14.22.50
Seno carbonate,16,384,384,34.3,17,749.2,1054,55,6031,8.987,8.964,35,14.09,31/07/2010 14.25.38
Seno carbonate,16,385,385.01,5.2,17,750.1,1057,40,4213,8.986,8.97,35,14.36,31/07/2010 14.42.57
Seno carbonate,16,386,386.01,29.9,7,736.3,1043,56,3872,8.987,8.947,35,14.43,31/07/2010 15.07.08
Seno carbonate,16,387,387.01,63.8,12,738.6,1050,88,5286,8.987,8.929,36,14.45,31/07/2010 15.08.34
Seno carbonate,16,388,388.01,34.4,16,738.7,1054,100,6250,8.987,8.906,35,14.48,31/07/2010 15.10.33
Seno carbonate,16,389,389.01,27.1,14,738.6,1058,101,4597,8.986,8.909,35,14.54,31/07/2010 15.13.49
Seno carbonate,16,390,390.01,61.6,14,739,1060,101,6171,8.987,8.902,35,14.56,31/07/2010 15.15.05
Seno carbonate,16,391,391.02,52.7,12,739.3,1064,83,4266,8.986,8.889,35,14.6,31/07/2010 15.17.35
Seno carbonate,16,392,392.01,37.8,14,739.3,1065,85,5764,8.986,8.89,35,14.64,31/07/2010 15.19.49
Seno anhydratic ,16,393,393,5.2,17,764.7,1134,50,4558,8.987,8.859,36,14.93,31/07/2010 15.38.31
Seno anhydratic ,16,394,394,4.6,19,851.7,1390,131,4489,8.988,8.916,38,15.17,31/07/2010 15.53.07
Seno anhydratic ,16,395,395.02,35.9,19,851.6,1391,134,5430,8.987,8.993,37,15.27,31/07/2010 15.58.54
Seno anhydratic ,16,396,396.03,44.9,17,851.9,1396,134,6856,8.988,8.977,37,15.29,31/07/2010 16.00.22
Seno anhydratic ,16,397,397.01,63.2,16,851.8,1397,134,5423,8.987,8.969,37,15.33,31/07/2010 16.02.29
Seno anhydratic ,16,398,398.02,52,13,852,1404,135,4602,8.987,8.958,38,15.35,31/07/2010 16.03.53
Seno anhydratic ,16,399,399.01,50.8,14,852.1,1403,134,4645,8.987,8.947,38,15.38,31/07/2010 16.05.21
Seno anhydratic ,16,400,400.02,52.3,13,852.2,1407,135,4104,8.987,8.935,37,15.4,31/07/2010 16.06.41
Seno anhydratic ,16,401,401.01,55.3,13,851.8,1411,134,4319,8.987,8.943,38,15.42,31/07/2010 16.07.53
Seno anhydratic ,16,402,402.01,22.2,16,852,1408,131,4411,8.987,8.954,37,15.54,31/07/2010 16.15.20
Seno anhydratic ,16,403,403.01,22.7,19,852.1,1405,131,5758,8.987,8.966,37,15.64,31/07/2010 16.21.21
Seno anhydratic ,16,404,404,9.4,14,853.8,1411,75,3576,8.987,8.962,37,15.85,31/07/2010 16.35.08
Seno anhydratic ,16,405,405,38.1,14,853.6,1405,77,4730,8.987,8.94,37,15.93,31/07/2010 16.40.21
Seno anhydratic ,16,406,406,2.7,18,775.3,1154,52,4532,8.987,8.965,35,16.37,31/07/2010 17.07.31
Seno anhydratic ,16,407,407.01,3.9,19,752.6,1075,45,4606,8.986,8.946,35,16.84,31/07/2010 17.35.53
Seno anhydratic ,16,408,408,4.2,16,915.1,1574,113,3323,8.987,9.048,39,17.28,31/07/2010 18.07.03
Seno anhydratic ,16,409,409,11.3,17,1001,1842,148,4729,8.987,9.107,41,17.43,31/07/2010 18.16.05
Seno anhydratic ,16,410,410.03,57.2,14,1000.4,1843,154,5078,8.987,9.114,41,17.49,31/07/2010 18.19.19
Seno anhydratic ,16,411,411,42.8,16,1000.2,1845,154,5151,8.987,9.112,41,17.57,31/07/2010 18.24.23
Seno anhydratic ,16,412,412.02,6.8,17,1000.1,1846,154,4652,8.987,9.127,41,17.74,31/07/2010 18.34.24
Seno anhydratic ,16,413,413.03,53.7,13,999.7,1848,154,5404,8.987,9.119,42,17.76,31/07/2010 18.35.40
Seno anhydratic ,16,414,414.01,54.9,10,1000.3,1851,154,3958,8.987,9.145,42,17.78,31/07/2010 18.37.01
Seno anhydratic ,16,415,415.1,54.7,7,993.1,1864,136,3358,8.986,9.178,41,17.81,31/07/2010 19.00.47
Seno anhydratic ,16,416,416.02,52.1,8,990.5,1864,160,3268,8.987,9.187,41,17.83,31/07/2010 19.02.04
Seno anhydratic ,16,417,417.01,54.4,10,990.7,1870,160,5043,8.986,9.192,41,17.86,31/07/2010 19.03.28
Seno anhydratic ,16,418,418,37.3,11,991,1873,160,4380,8.986,9.203,41,17.89,31/07/2010 19.05.40
Seno anhydratic ,16,419,419.02,49.7,10,991.2,1877,160,4222,8.986,9.216,41,17.94,31/07/2010 19.08.19
Seno anhydratic ,16,420,420.01,35.8,12,991.5,1859,160,4044,8.986,9.236,41,18.06,31/07/2010 19.15.37
Seno anhydratic ,16,421,421.01,16.3,16,991.5,1848,160,5451,8.986,9.257,41,18.2,31/07/2010 19.24.06
Seno anhydratic ,16,422,422.02,36.6,13,991.3,1847,160,4557,8.986,9.283,41,18.3,31/07/2010 19.29.47
Seno anhydratic ,16,423,423.01,56.1,9,991.1,1846,160,5040,8.986,9.292,41,18.32,31/07/2010 19.31.07
Seno anhydratic ,16,424,424,14,15,990.9,1844,160,4037,8.987,9.29,41,18.46,31/07/2010 19.39.50
Seno anhydratic ,16,425,425.02,56.5,9,990.8,1836,161,3758,8.986,9.326,41,18.5,31/07/2010 19.42.16
Seno anhydratic ,16,426,426.01,46.5,10,990.9,1837,160,4327,8.986,9.326,41,18.53,31/07/2010 19.43.49
Seno anhydratic ,16,427,426.75,35.5,10,991,1838,161,3583,8.987,9.338,42,18.61,31/07/2010 19.45.21
Seno anhydratic ,12.25,428,427.99,90.4,2,772.2,2050,71,47,10.646,10.392,40,0.01,04/08/2010 20.57.01
Seno anhydratic ,12.25,429,429.01,61.5,3,772.6,2045,69,2104,10.645,10.38,40,0.03,04/08/2010 20.58.27
Seno anhydratic ,12.25,430,430.01,18.7,4,772.9,2035,66,2517,10.594,10.378,40,0.18,04/08/2010 21.57.16
Seno anhydratic ,12.25,431,431,19.9,5,769.8,2010,61,2977,10.665,10.358,40,0.31,04/08/2010 22.04.50
Seno anhydratic ,12.25,432,431.99,7.8,8,772.1,2017,63,5243,10.649,10.356,40,0.46,04/08/2010 22.13.38
Seno anhydratic ,12.25,433,433,42.4,4,773.2,2023,85,2868,10.667,10.355,40,0.51,04/08/2010 22.16.40
Seno anhydratic ,12.25,434,434.01,71.1,6,773.4,2030,86,5076,10.679,10.353,40,0.53,04/08/2010 22.17.44
Seno anhydratic ,12.25,435,435.01,72.9,5,773.7,2033,87,3906,10.62,10.352,40,0.54,04/08/2010 22.18.44
Seno anhydratic ,12.25,436,436.02,61.6,6,773.8,2042,87,5125,10.674,10.351,40,0.56,04/08/2010 22.19.50
Seno anhydratic ,12.25,437,437,63.5,7,773.8,2039,86,5957,10.697,10.352,40,0.58,04/08/2010 22.20.49
Seno anhydratic ,12.25,438,438.01,67.7,5,774.3,2047,87,4856,10.677,10.348,40,0.6,04/08/2010 22.21.59
Seno anhydratic ,12.25,439,438.99,64.5,6,774.4,2047,86,5742,10.681,10.355,39,0.61,04/08/2010 22.23.02
Seno anhydratic ,12.25,440,440.02,77.1,6,774.2,2045,87,5411,10.649,10.354,39,0.63,04/08/2010 22.23.56
Seno anhydratic ,12.25,441,441.01,67.7,5,774.4,2045,87,5194,10.668,10.36,40,0.64,04/08/2010 22.24.50
Seno anhydratic ,12.25,442,442.01,48.5,6,774.6,2046,87,5440,10.618,10.357,39,0.67,04/08/2010 22.26.16
Seno anhydratic ,12.25,443,443.02,60,3,775,2044,87,2761,10.626,10.354,39,0.7,04/08/2010 22.28.14
Seno anhydratic ,12.25,444,444.02,73.3,4,776.3,2051,81,3576,10.63,10.353,39,0.72,04/08/2010 22.39.13
Seno anhydratic ,12.25,445,445.05,117.8,6,767.5,2029,107,6887,10.612,10.344,40,0.73,04/08/2010 22.39.56
Seno anhydratic ,12.25,446,446.07,160.1,9,767.6,2035,116,8094,10.615,10.342,40,0.74,04/08/2010 22.40.22
Seno anhydratic ,12.25,447,447.06,177,11,767.6,2038,115,9239,10.633,10.347,40,0.75,04/08/2010 22.40.51
Seno anhydratic ,12.25,448,448.04,148.4,9,767.7,2040,116,7185,10.628,10.342,40,0.76,04/08/2010 22.41.22
Seno anhydratic ,12.25,449,449.01,94.7,11,768.1,2038,116,7719,10.647,10.344,40,0.78,04/08/2010 22.42.36
Seno anhydratic ,12.25,450,449.99,77.4,9,768.4,2043,116,5995,10.635,10.345,40,0.8,04/08/2010 22.43.39
Seno anhydratic ,12.25,451,451.02,51.7,8,768.3,2044,117,4459,10.619,10.345,40,0.82,04/08/2010 22.44.52
Seno anhydratic ,12.25,452,452.01,70.9,9,768.5,2043,117,4866,10.616,10.346,40,0.83,04/08/2010 22.46.00
Seno anhydratic ,12.25,453,453.01,61.8,11,768.8,2045,117,5541,10.497,10.346,40,0.85,04/08/2010 22.47.04
Seno anhydratic ,12.25,454,454.02,64.4,9,768.5,2048,119,5209,10.537,10.347,40,0.87,04/08/2010 22.48.05
Seno anhydratic ,12.25,455,455.02,83.5,7,768.3,2051,139,4837,10.549,10.348,40,0.88,04/08/2010 22.48.55
Seno anhydratic ,12.25,456,456.01,92.1,6,768.6,2051,141,3793,10.579,10.349,40,0.89,04/08/2010 22.49.37
Seno anhydratic ,12.25,457,457.02,72.4,7,768.3,2053,141,3756,10.585,10.35,40,0.91,04/08/2010 22.50.29
Seno anhydratic ,12.25,458,458.01,72.5,6,768.4,2048,142,3622,10.564,10.349,40,0.92,04/08/2010 22.51.23
Seno anhydratic ,12.25,459,459.02,91,8,768.4,2053,141,5714,10.568,10.351,40,0.94,04/08/2010 22.52.14
Seno anhydratic ,12.25,460,460.02,80.6,8,768.5,2053,140,5918,10.582,10.35,40,0.95,04/08/2010 22.53.02
Seno anhydratic ,12.25,461,461.02,89.6,6,768.6,2056,140,5385,10.574,10.35,40,0.96,04/08/2010 22.53.45
Seno anhydratic ,12.25,462,462.03,95.2,5,768.9,2066,141,3614,10.563,10.349,40,0.98,04/08/2010 22.54.27
Seno anhydratic ,12.25,463,463.02,85.1,6,768.8,2058,141,5026,10.562,10.351,40,0.99,04/08/2010 22.55.12
Seno anhydratic ,12.25,464,464.02,80.8,5,769,2058,141,5071,10.551,10.349,40,1,04/08/2010 22.55.58
Seno anhydratic ,12.25,465,465.01,75.2,5,769.4,2062,141,3970,10.531,10.344,40,1.02,04/08/2010 22.56.55
Seno anhydratic ,12.25,466,465.99,78.8,4,769.3,2060,141,3301,10.529,10.35,40,1.03,04/08/2010 22.57.48
Seno anhydratic ,12.25,467,467.03,100.6,4,769.2,2060,142,3344,10.494,10.341,40,1.04,04/08/2010 22.58.32
Seno anhydratic ,12.25,468,468.04,129.8,5,768.9,2065,141,3874,10.504,10.347,40,1.05,04/08/2010 22.59.01
Seno anhydratic ,12.25,469,469.01,82.8,10,769,2118,140,7244,10.474,10.346,39,1.07,04/08/2010 22.59.53
Seno anhydratic ,12.25,470,470.06,57.2,11,769.1,2086,140,6658,10.49,10.342,40,1.09,04/08/2010 23.01.01
Seno anhydratic ,12.25,471,471,55.1,8,769.1,2083,142,3371,10.497,10.327,39,1.11,04/08/2010 23.02.13
Seno anhydratic ,12.25,472,472.02,55.3,9,768.7,2097,141,4689,10.505,10.333,40,1.13,04/08/2010 23.03.25
Seno anhydratic ,12.25,473,473.02,62.9,5,774.4,2105,128,2116,10.496,10.33,40,1.15,04/08/2010 23.27.48
Seno anhydratic ,12.25,474,474.03,102.4,7,813,2363,137,4728,10.606,10.319,40,1.16,04/08/2010 23.28.24
Seno anhydratic ,12.25,475,475.04,125.8,10,811.1,2399,140,6293,10.615,10.314,40,1.17,04/08/2010 23.28.56
Seno anhydratic ,12.25,476,476.05,140.6,9,811.7,2319,140,7050,10.612,10.316,40,1.18,04/08/2010 23.29.30
Seno anhydratic ,12.25,477,477.03,113.4,7,811.7,2316,140,7540,10.623,10.317,40,1.19,04/08/2010 23.30.04
Seno anhydratic ,12.25,478,478.03,129.5,6,811.6,2319,140,5693,10.609,10.313,40,1.2,04/08/2010 23.30.36
Seno anhydratic ,12.25,479,479.02,109.9,9,811.7,2343,140,6132,10.604,10.314,40,1.21,04/08/2010 23.31.12
Seno anhydratic ,12.25,480,480.04,109.3,9,811.9,2318,140,6238,10.626,10.315,40,1.22,04/08/2010 23.31.48
Seno anhydratic ,12.25,481,480.99,105.5,10,812.1,2318,140,7759,10.606,10.312,40,1.23,04/08/2010 23.32.28
Seno anhydratic ,12.25,482,482.03,92.3,9,811.7,2320,140,6018,10.561,10.311,40,1.24,04/08/2010 23.33.10
Seno anhydratic ,12.25,483,483.03,103.3,7,812.5,2326,140,5403,10.553,10.31,40,1.25,04/08/2010 23.33.49
Seno anhydratic ,12.25,484,484.03,91.1,8,812.4,2323,140,4827,10.454,10.309,40,1.27,04/08/2010 23.34.32
Seno anhydratic ,12.25,485,485.04,96.9,6,812.1,2324,140,5704,10.441,10.306,40,1.28,04/08/2010 23.35.21
Seno anhydratic ,12.25,486,486.02,96.9,6,812.8,2327,140,5554,10.411,10.308,40,1.29,04/08/2010 23.36.04
Seno anhydratic ,12.25,487,487.02,75.1,11,812.6,2328,138,7197,10.366,10.307,40,1.31,04/08/2010 23.37.01
Seno anhydratic ,12.25,488,488.01,96.8,7,812.8,2328,138,6503,10.371,10.308,40,1.32,04/08/2010 23.37.57
Seno anhydratic ,12.25,489,489.03,101.4,5,813.3,2323,138,4856,10.361,10.307,40,1.33,04/08/2010 23.38.37
Seno anhydratic ,12.25,490,490.03,79.2,10,812.9,2324,138,7463,10.393,10.305,39,1.36,04/08/2010 23.39.57
Seno anhydratic ,12.25,491,491,92.1,7,813.2,2320,138,4544,10.261,10.307,40,1.37,04/08/2010 23.40.54
