Formation,TMD (m),TVD (m),ROP (m/hr),WOB (ton),FR (gpm),SPP (psi),RPM (rpm),TQ (lb.ft),MW IN (ppg),MW OUT (ppg),RETURN (%),BIT TIME (hr),DATE TIME
Neo,1958,1957.94,82.3,9,818.7,3478,164,10367,11,11.08,63,30.15,21/06/2010 15.52.09
Neo,1959,1958.92,91.3,10,819.2,3477,164,11160,11,11.08,64,30.17,21/06/2010 15.52.53
Neo,1960,1959.92,89.8,10,820.7,3484,163,11686,11,11.08,64,30.18,21/06/2010 15.53.37
Neo,1961,1960.92,79.1,10,816.6,3461,163,11917,11,11.08,64,30.19,21/06/2010 15.54.25
Neo,1962,1961.92,80.4,9,859.4,3460,164,10923,11,11.08,63,30.21,21/06/2010 15.55.22
Neo,1963,1962.92,73.5,10,850.4,3467,164,10660,11,11.08,63,30.22,21/06/2010 15.56.18
Neo,1964,1963.9,73.5,9,829,3462,164,9309,11,11.08,64,30.27,21/06/2010 15.58.59
Neo,1965,1964.89,67.9,6,828.7,3464,165,5279,11,11.08,63,30.31,21/06/2010 16.01.48
Neo,1966,1965.91,103.6,6,903,3514,157,6819,11,11.08,63,30.35,21/06/2010 18.19.34
Neo,1967,1966.92,71,8,908.6,3562,162,9832,11,11.08,63,30.37,21/06/2010 18.20.30
Neo,1968,1967.93,86.4,10,896.7,3579,161,11874,11,11.08,63,30.38,21/06/2010 18.21.19
Neo,1969,1968.91,80.8,10,856.3,3585,162,11658,11,11.08,63,30.4,21/06/2010 18.22.13
Neo,1970,1969.91,51.4,11,933,3588,161,14394,11,11.08,63,30.42,21/06/2010 18.23.38
Neo,1971,1970.92,64.8,11,859.5,3597,162,13247,11,11.08,63,30.44,21/06/2010 18.24.48
Neo,1972,1971.94,72.5,11,848.3,3595,162,13240,11,11.08,63,30.46,21/06/2010 18.25.45
Neo,1973,1972.93,83.9,10,880.3,3586,162,11803,11,11.08,63,30.47,21/06/2010 18.26.29
Neo,1974,1973.91,79.1,12,884.8,3594,161,12927,11,11.08,63,30.49,21/06/2010 18.27.58
Neo,1975,1974.91,86.9,10,956.1,3598,162,14770,11,11.08,64,30.51,21/06/2010 18.28.47
Neo,1976,1975.9,71.2,10,875.5,3601,162,13301,11,11.08,64,30.52,21/06/2010 18.29.39
Neo,1977,1976.91,61.2,7,930.7,3524,169,8476,11,11.08,64,30.55,21/06/2010 18.31.41
Neo,1978,1977.89,63.7,9,879.1,3324,165,11689,11,11.08,64,30.57,21/06/2010 18.32.46
Neo,1979,1978.9,80.8,6,1014.4,2743,164,7449,11,11.08,64,30.62,21/06/2010 18.35.21
Neo,1980,1979.92,68.2,9,924.9,2702,163,11238,11,11.08,64,30.63,21/06/2010 18.36.23
Neo,1981,1980.92,76.1,8,830.5,2807,164,9435,11,11.08,63,30.66,21/06/2010 18.37.56
Neo,1982,1981.92,86.6,7,827.2,2920,163,10837,11,11.08,63,30.67,21/06/2010 18.38.53
Neo,1983,1982.92,97.9,9,827.9,2974,162,12817,11,11.08,63,30.69,21/06/2010 18.39.33
Neo,1984,1983.92,90.6,7,826.8,3033,164,7642,11,11.08,63,30.71,21/06/2010 18.40.54
Malcolm,1985,1984.91,82.9,9,825.6,3082,163,11708,11,11.08,63,30.72,21/06/2010 18.41.41
Malcolm,1986,1985.91,76,8,827.7,3119,163,10246,11,11.08,63,30.74,21/06/2010 18.42.57
Malcolm,1987,1986.92,60.2,11,825.8,3155,163,11776,11,11.08,63,30.76,21/06/2010 18.44.18
Malcolm,1988,1987.93,92.7,13,825.7,3191,163,14750,11,11.08,63,30.78,21/06/2010 18.45.05
Malcolm,1989,1988.93,73.7,14,825.5,3211,163,11071,11,11.08,63,30.8,21/06/2010 18.46.39
Malcolm,1990,1989.91,92.2,14,825.4,3228,163,12525,11,11.08,63,30.82,21/06/2010 18.47.20
Malcolm,1991,1990.92,89.9,15,826,3237,163,13739,11,11.08,63,30.83,21/06/2010 18.48.04
Malcolm,1992,1991.89,44.8,16,826.3,3265,160,10395,11,11.08,63,30.86,21/06/2010 18.50.19
Malcolm,1993,1992.9,54.2,15,825.9,3341,165,9641,11,11.08,62,30.9,21/06/2010 18.52.43
Malcolm,1994,1993.91,43.6,12,826.6,3399,164,7765,11,11.08,62,30.93,21/06/2010 18.54.12
Malcolm,1995,1994.91,117.3,12,826.4,3413,143,10222,11,11.08,63,30.95,21/06/2010 19.11.48
Malcolm,1996,1995.9,29.9,15,895.5,3367,166,9514,11,11.08,63,31,21/06/2010 19.14.45
Malcolm,1997,1996.91,54.4,14,858.3,3330,165,11503,11,11.08,63,31.03,21/06/2010 19.16.18
Malcolm,1998,1997.89,48.7,14,843.4,3323,166,10527,11,11.08,64,31.05,21/06/2010 19.17.48
Malcolm,1999,1998.91,37.2,15,828.2,3313,165,10004,11,11.08,64,31.1,21/06/2010 19.20.32
Malcolm,2000,1999.9,37.4,14,829.1,3304,166,10817,11,11.08,63,31.13,21/06/2010 19.22.28
Malcolm,2001,2000.9,32,16,829,3295,164,11688,11,11.08,63,31.17,21/06/2010 19.24.57
Malcolm,2002,2001.91,24.9,16,829.4,3290,166,10810,11,11.08,64,31.22,21/06/2010 19.27.37
Malcolm,2003,2002.91,39.6,15,830.2,3275,166,8764,11,11.08,64,31.26,21/06/2010 19.30.15
Malcolm,2004,2003.92,59.3,12,830.4,3257,166,9116,11,11.08,64,31.28,21/06/2010 19.31.29
Malcolm,2005,2004.91,61.7,14,829.1,3248,165,9722,11,11.08,64,31.3,21/06/2010 19.32.51
Malcolm,2006,2005.91,42.1,13,830.3,3233,166,8742,11,11.08,64,31.34,21/06/2010 19.35.04
Malcolm,2007,2006.91,39.7,14,833.3,3219,166,9730,11,11.08,64,31.38,21/06/2010 19.37.23
Malcolm,2008,2007.9,52.2,11,831.8,3211,176,8572,11,11.08,64,31.4,21/06/2010 19.38.55
Malcolm,2009,2008.9,35.5,10,832.8,3203,182,7555,11,11.08,64,31.44,21/06/2010 19.41.19
Malcolm,2010,2009.9,54,10,833.5,3196,182,8564,11,11.08,64,31.47,21/06/2010 19.42.47
Malcolm,2011,2010.89,52.4,10,832.1,3191,181,9996,11,11.08,64,31.49,21/06/2010 19.43.58
Malcolm,2012,2011.9,56.3,10,834,3185,181,9003,11,11.08,64,31.51,21/06/2010 19.45.08
Malcolm,2013,2012.91,46.7,11,834.1,3180,182,8719,11,11.08,63,31.53,21/06/2010 19.46.44
Malcolm,2014,2013.92,52.9,10,834.1,3174,181,9218,11,11.08,63,31.55,21/06/2010 19.47.59
Malcolm,2015,2014.91,56.1,11,832.6,3172,181,9180,11,11.08,63,31.57,21/06/2010 19.49.06
Malcolm,2016,2015.91,31.7,14,835.9,3164,182,8630,11,11.08,64,31.62,21/06/2010 19.51.53
Malcolm,2017,2016.9,73.6,9,836.7,3157,182,7928,11,11.08,64,31.63,21/06/2010 19.52.46
Malcolm,2018,2017.91,67.3,10,835,3153,182,8905,11,11.08,64,31.65,21/06/2010 19.53.53
Malcolm,2019,2018.91,74.8,10,833.4,3149,180,8584,11,11.08,64,31.67,21/06/2010 19.54.54
Malcolm,2020,2019.91,74.2,11,835.3,3147,181,9590,11,11.08,64,31.68,21/06/2010 19.55.46
Malcolm,2021,2020.9,54.3,12,834.2,3145,182,8590,11,11.08,64,31.72,21/06/2010 19.57.49
Malcolm,2022,2021.91,73.1,10,834.8,3140,181,8746,11,11.08,64,31.73,21/06/2010 19.58.42
Malcolm,2023,2022.91,61.4,11,834.5,3141,180,8983,11,11.08,64,31.75,21/06/2010 19.59.46
Malcolm,2024,2023.92,78.2,8,824.1,3160,152,5926,11,11.08,63,31.78,21/06/2010 20.16.26
Malcolm,2025,2024.93,65.7,11,821.4,3156,174,9736,11,11.08,63,31.79,21/06/2010 20.17.26
Malcolm,2026,2025.92,70.8,11,819.6,3148,175,10668,11,11.08,63,31.81,21/06/2010 20.18.19
Malcolm,2027,2026.93,79,10,822.8,3140,175,9613,11,11.08,64,31.82,21/06/2010 20.19.12
Malcolm,2028,2027.89,83.7,9,822.4,3133,175,9141,11,11.08,63,31.83,21/06/2010 20.19.57
Malcolm,2029,2028.91,59.6,11,821.4,3126,175,11642,11,11.08,63,31.85,21/06/2010 20.21.07
Malcolm,2030,2029.91,44.6,11,821.8,3122,175,10428,11,11.08,63,31.88,21/06/2010 20.22.50
Malcolm,2031,2030.91,61.2,11,820.3,3121,175,12316,11,11.08,63,31.9,21/06/2010 20.23.53
Malcolm,2032,2031.93,69.5,11,822.9,3121,175,12082,11,11.08,63,31.92,21/06/2010 20.24.48
Malcolm,2033,2032.9,72.4,12,822.2,3117,175,9838,11,11.08,63,31.95,21/06/2010 20.26.48
Malcolm,2034,2033.92,53.3,10,822.3,3105,176,9176,11,11.08,63,31.97,21/06/2010 20.28.17
Malcolm,2035,2034.9,63.3,10,823.9,3103,175,10469,11,11.08,64,31.99,21/06/2010 20.29.22
Malcolm,2036,2035.9,42.3,11,822.8,3097,176,8735,11,11.08,64,32.03,21/06/2010 20.31.34
Malcolm,2037,2036.9,42.3,11,823.6,3089,175,8630,11,11.08,64,32.07,21/06/2010 20.34.16
Malcolm,2038,2037.91,44.3,10,823.9,3086,176,9534,11,11.08,63,32.1,21/06/2010 20.35.55
Malcolm,2039,2038.9,50.7,9,825.5,3076,176,8718,11,11.08,63,32.13,21/06/2010 20.37.45
Malcolm,2040,2039.9,33.3,12,823.4,3070,176,9926,11,11.08,63,32.17,21/06/2010 20.40.07
Malcolm,2041,2040.91,63.4,12,823.1,3062,185,10253,11,11.08,63,32.2,21/06/2010 20.41.52
Malcolm,2042,2041.93,59.9,10,821.2,3062,185,10539,11,11.08,63,32.22,21/06/2010 20.43.02
Malcolm,2043,2042.9,73,11,824.5,3059,184,11487,11,11.08,63,32.24,21/06/2010 20.44.05
Malcolm,2044,2043.91,32.5,13,823.1,3059,182,10783,11,11.08,63,32.28,21/06/2010 20.46.27
Malcolm,2045,2044.9,50.9,10,823.8,3050,184,9193,11,11.08,63,32.3,21/06/2010 20.47.50
Malcolm,2046,2045.91,41.8,12,822.2,3049,184,9681,11,11.08,64,32.34,21/06/2010 20.50.05
Malcolm,2047,2046.9,34.8,12,822.1,3045,185,10023,11,11.08,63,32.37,21/06/2010 20.52.14
Malcolm,2048,2047.9,36.8,11,822.9,3036,185,9448,11,11.08,63,32.4,21/06/2010 20.54.03
Malcolm,2049,2048.9,48.7,11,823.3,3029,185,8523,11,11.08,63,32.43,21/06/2010 20.55.49
Malcolm,2050,2049.9,38.3,12,822.6,3024,184,9488,11,11.08,63,32.48,21/06/2010 20.58.51
Malcolm,2051,2050.9,40.7,11,823.4,3015,184,9127,11,11.08,63,32.52,21/06/2010 21.01.02
Malcolm,2052,2051.9,115.7,11,822.2,3013,178,8625,11,11.08,63,32.56,21/06/2010 21.26.33
Malcolm,2053,2052.9,60,8,809.9,3044,167,8316,11,11.08,63,32.59,21/06/2010 21.28.00
Malcolm,2054,2053.9,47.2,9,811.4,3016,168,9057,11,11.08,63,32.61,21/06/2010 21.29.29
Malcolm,2055,2054.89,27.2,12,811.7,2997,168,10195,11,11.08,63,32.66,21/06/2010 21.32.28
Malcolm,2056,2055.9,29.8,9,811.5,2982,169,7064,11,11.08,63,32.7,21/06/2010 21.34.52
Malcolm,2057,2056.9,48.1,9,812.9,2971,169,8004,11,11.08,63,32.73,21/06/2010 21.36.27
Malcolm,2058,2057.9,49.8,9,812.5,2968,169,9140,11,11.08,63,32.75,21/06/2010 21.37.49
Malcolm,2059,2058.9,45.7,10,812.8,2962,173,8706,11,11.08,63,32.79,21/06/2010 21.40.06
Malcolm,2060,2059.9,31.9,9,812.7,2961,183,7816,11,11.08,63,32.83,21/06/2010 21.42.36
Malcolm,2061,2060.9,39.6,9,812.9,2959,183,7789,11,11.08,63,32.87,21/06/2010 21.44.52
Malcolm,2062,2061.9,38.8,8,812.7,2956,184,6815,11,11.08,63,32.89,21/06/2010 21.46.32
Malcolm,2063,2062.89,34,9,811.1,2953,183,7672,11,11.08,63,32.93,21/06/2010 21.48.23
Malcolm,2064,2063.89,28.8,9,812.7,2946,184,6834,11,11.08,63,32.98,21/06/2010 21.51.44
Malcolm,2065,2064.91,33.8,9,812.4,2941,184,7524,11,11.08,63,33.02,21/06/2010 21.54.17
Malcolm,2066,2065.9,31.8,9,811.1,2939,184,8036,11,11.08,63,33.07,21/06/2010 21.56.54
Malcolm,2067,2066.9,35.4,9,811.9,2938,183,8559,11,11.08,63,33.1,21/06/2010 21.58.50
Malcolm,2068,2067.9,37.9,9,812,2938,184,7754,11,11.08,63,33.13,21/06/2010 22.00.38
Malcolm,2069,2068.9,29.6,9,812.5,2933,184,6743,11,11.08,62,33.18,21/06/2010 22.03.28
Malcolm,2070,2069.9,40.3,8,812.9,2923,184,6005,11,11.08,62,33.2,21/06/2010 22.05.05
Malcolm,2071,2070.9,35,8,812.3,2912,184,6499,11,11.08,62,33.23,21/06/2010 22.06.50
Malcolm,2072,2071.91,41.7,8,813.3,2901,183,7598,11,11.08,62,33.26,21/06/2010 22.08.21
Malcolm,2073,2072.9,40.8,8,811.7,2894,183,8053,11,11.08,63,33.28,21/06/2010 22.09.57
Malcolm,2074,2073.9,39.8,8,812.6,2881,183,7844,11,11.08,63,33.31,21/06/2010 22.11.34
Malcolm,2075,2074.9,33.7,9,811.9,2860,184,7139,11,11.08,63,33.35,21/06/2010 22.13.56
Malcolm,2076,2075.89,20.9,9,811.8,2841,184,6590,11,11.08,63,33.4,21/06/2010 22.16.53
Malcolm,2077,2076.9,31.7,8,812.3,2828,184,6455,11,11.08,63,33.44,21/06/2010 22.19.12
Malcolm,2078,2077.9,35.9,8,813.4,2816,184,6639,11,11.08,63,33.47,21/06/2010 22.20.56
Malcolm,2079,2078.9,37.4,7,814.5,2808,184,5595,11,11.08,63,33.5,21/06/2010 22.22.43
Malcolm,2080,2079.9,43.7,8,812.4,2800,183,7450,11,11.08,63,33.52,21/06/2010 22.24.19
Malcolm,2081,2080.91,40.1,7,813.5,3065,156,5477,11,11.08,63,33.56,21/06/2010 22.40.01
Malcolm,2082,2081.9,36.6,9,814.6,3653,176,7051,11,11.08,63,33.6,21/06/2010 22.42.34
Malcolm,2083,2082.91,21.3,12,814.6,3654,175,9408,11,11.08,63,33.66,21/06/2010 22.46.13
Malcolm,2084,2083.9,33.1,8,815.3,3661,176,7811,11,11.08,63,33.69,21/06/2010 22.48.03
Malcolm,2085,2084.93,24.2,11,814,3647,181,6101,11,11.08,63,33.76,21/06/2010 22.52.08
Malcolm,2086,2085.9,56,12,815.9,3657,186,7989,11,11.08,63,33.81,21/06/2010 22.54.59
Malcolm,2087,2086.89,33.1,12,815.4,3651,185,9011,11,11.08,63,33.86,21/06/2010 22.58.20
Malcolm,2088,2087.9,47.2,12,815,3644,184,8956,11,11.08,63,33.92,21/06/2010 23.01.42
Malcolm,2089,2088.9,39.2,9,814.1,3636,186,8329,11,11.08,63,33.95,21/06/2010 23.03.43
Malcolm,2090,2089.91,41.3,9,814.9,3646,185,8612,11,11.08,63,33.98,21/06/2010 23.05.28
Malcolm,2091,2090.91,33.8,11,813.6,3634,184,8958,11,11.08,63,34.02,21/06/2010 23.07.42
Malcolm,2092,2091.91,45.6,9,815.8,3656,185,8322,11,11.08,63,34.04,21/06/2010 23.09.08
Malcolm,2093,2092.9,44.5,8,815.9,3654,185,8191,11,11.08,63,34.06,21/06/2010 23.10.33
Malcolm,2094,2093.9,47.9,10,814.8,3645,185,9051,11,11.08,63,34.1,21/06/2010 23.12.25
Malcolm,2095,2094.9,49.4,9,815.5,3653,185,8833,11,11.08,63,34.12,21/06/2010 23.13.51
Malcolm,2096,2095.9,51.8,9,815.7,3654,185,8975,11,11.08,63,34.14,21/06/2010 23.15.04
Malcolm,2097,2096.9,47.9,9,813.8,3638,185,9991,11,11.08,63,34.16,21/06/2010 23.16.27
Malcolm,2098,2097.9,63,9,813.4,3638,185,9881,11,11.08,63,34.18,21/06/2010 23.17.31
Malcolm,2099,2098.91,67,9,814.4,3646,185,10593,11,11.08,63,34.2,21/06/2010 23.18.33
Malcolm,2100,2099.9,60,9,816.3,3663,185,10002,11,11.08,63,34.22,21/06/2010 23.19.42
Malcolm,2101,2100.89,49.9,11,813.4,3646,185,9196,11,11.08,63,34.25,21/06/2010 23.21.29
Malcolm,2102,2101.9,49.9,9,813.6,3646,185,9204,11,11.08,63,34.27,21/06/2010 23.22.58
Malcolm,2103,2102.91,55.6,9,815.3,3664,185,9933,11,11.08,63,34.29,21/06/2010 23.24.04
Malcolm,2104,2103.89,55.3,9,813.4,3652,185,10233,11,11.08,63,34.31,21/06/2010 23.25.10
Malcolm,2105,2104.89,68.9,9,815,3659,184,10167,11,11.08,63,34.33,21/06/2010 23.26.11
Malcolm,2106,2105.92,77.6,9,814.2,3658,185,9107,11,11.08,63,34.34,21/06/2010 23.27.11
Malcolm,2107,2106.91,74.7,8,816.1,3676,186,7489,11,11.08,63,34.37,21/06/2010 23.28.44
Malcolm,2108,2107.91,52.8,9,814,3658,185,9073,11,11.08,63,34.39,21/06/2010 23.30.03
Malcolm,2109,2108.92,61.4,9,815.2,3660,185,10043,11,11.08,63,34.41,21/06/2010 23.31.05
Malcolm,2110,2109.9,65.9,8,815.6,3698,168,8565,11,11.08,63,34.43,21/06/2010 23.43.51
Malcolm,2111,2110.9,57.5,9,817,3730,184,9286,11,11.08,63,34.46,21/06/2010 23.45.33
Malcolm,2112,2111.89,41.3,10,815.3,3714,174,7962,11,11.08,63,34.51,21/06/2010 23.52.14
Malcolm,2113,2112.9,35.4,9,817,3711,167,7153,11,11.08,63,34.57,21/06/2010 23.55.29
Malcolm,2114,2113.89,38.7,8,817.3,3707,168,8203,11,11.08,63,34.6,21/06/2010 23.57.13
Malcolm,2115,2114.89,44.8,7,814.8,3692,169,5831,11,11.08,63,34.62,21/06/2010 23.58.50
Malcolm,2116,2115.9,44.9,7,815.5,3692,167,6190,11,11.08,63,34.65,22/06/2010 00.00.19
Malcolm,2117,2116.9,37.5,7,816.5,3698,167,6362,11,11.08,63,34.68,22/06/2010 00.01.59
Malcolm,2118,2117.89,37.8,8,815.4,3694,168,7107,11,11.08,63,34.71,22/06/2010 00.03.55
Malcolm,2119,2118.9,34.1,8,816.6,3698,180,7496,11,11.08,63,34.75,22/06/2010 00.06.13
Malcolm,2120,2119.9,36.8,8,817.5,3702,183,6964,11,11.08,63,34.77,22/06/2010 00.07.54
Malcolm,2121,2120.89,37.2,8,816.2,3692,182,7352,11,11.08,63,34.8,22/06/2010 00.09.39
Malcolm,2122,2121.9,34.2,8,815,3685,182,7378,11,11.08,63,34.84,22/06/2010 00.11.57
Malcolm,2123,2122.89,30.3,8,815.8,3687,182,7622,11,11.08,63,34.88,22/06/2010 00.14.08
Malcolm,2124,2123.89,27.7,9,816.7,3691,182,7510,11,11.08,63,34.93,22/06/2010 00.17.08
Malcolm,2125,2124.91,50.8,9,815.1,3674,182,8598,11,11.08,63,34.96,22/06/2010 00.19.11
Malcolm,2126,2125.9,54.8,10,816.5,3686,182,10541,11,11.08,63,34.99,22/06/2010 00.20.35
Malcolm,2127,2126.91,61.4,9,816,3682,182,11328,11,11.08,63,35,22/06/2010 00.21.43
Malcolm,2128,2127.91,63.4,9,816,3683,182,10763,11,11.08,63,35.02,22/06/2010 00.22.46
Malcolm,2129,2128.91,59.9,9,816.5,3692,182,10077,11,11.08,63,35.04,22/06/2010 00.23.54
Malcolm,2130,2129.89,53,9,815.7,3687,182,10376,11,11.08,63,35.06,22/06/2010 00.25.02
Malcolm,2131,2130.89,44.7,9,815.5,3688,182,10501,11,11.08,63,35.08,22/06/2010 00.26.34
Malcolm,2132,2131.91,73.3,8,815.7,3693,183,8032,11,11.08,63,35.1,22/06/2010 00.27.41
Malcolm,2133,2132.89,59.8,9,815.9,3689,183,9094,11,11.08,63,35.12,22/06/2010 00.28.46
Malcolm,2134,2133.91,65.1,9,817.1,3702,182,9865,11,11.08,63,35.14,22/06/2010 00.29.44
Malcolm,2135,2134.9,68.5,9,814.9,3692,182,10156,11,11.08,63,35.15,22/06/2010 00.30.41
Malcolm,2136,2135.89,64.1,9,815.7,3688,182,9271,11,11.08,63,35.17,22/06/2010 00.31.48
Malcolm,2137,2136.9,65.5,9,815.4,3687,182,9503,11,11.08,63,35.19,22/06/2010 00.32.49
Malcolm,2138,2137.9,62.4,9,815.9,3700,182,9863,11,11.08,63,35.21,22/06/2010 00.33.52
Malcolm,2139,2138.86,57.3,7,816.6,3732,159,5912,11,11.08,62,35.24,22/06/2010 00.54.45
Malcolm,2140,2139.86,49.6,9,822.9,3789,182,8633,11,11.08,63,35.26,22/06/2010 00.56.05
Malcolm,2141,2140.85,51,9,822.6,3795,182,8196,11,11.08,63,35.28,22/06/2010 00.57.36
Malcolm,2142,2141.86,45.5,10,822.4,3792,182,9884,11,11.08,63,35.31,22/06/2010 00.59.06
Malcolm,2143,2142.86,54,11,822.6,3789,181,12391,11,11.08,63,35.33,22/06/2010 01.00.32
Malcolm,2144,2143.85,54.1,10,822.3,3786,181,12585,11,11.08,63,35.36,22/06/2010 01.01.44
Malcolm,2145,2144.86,50,10,824,3811,181,12018,11,11.08,63,35.38,22/06/2010 01.02.58
Malcolm,2146,2145.85,47,11,823.7,3804,181,11262,11,11.08,63,35.41,22/06/2010 01.04.52
Malcolm,2147,2146.86,59.6,10,822.7,3791,181,11154,11,11.08,63,35.43,22/06/2010 01.06.06
Malcolm,2148,2147.85,62.5,9,823.5,3800,181,11044,11,11.08,63,35.45,22/06/2010 01.07.08
Malcolm,2149,2148.86,58.7,11,823.6,3805,182,12073,11,11.08,63,35.47,22/06/2010 01.08.36
Malcolm,2150,2149.85,59.5,10,823.3,3804,181,11771,11,11.08,63,35.49,22/06/2010 01.09.46
Malcolm,2151,2150.86,76,9,824.7,3806,182,10855,11,11.08,64,35.5,22/06/2010 01.10.43
Malcolm,2152,2151.86,82.4,9,823.3,3811,182,10633,11,11.08,64,35.52,22/06/2010 01.11.35
Malcolm,2153,2152.88,78.6,8,826.6,3824,182,8067,11,11.08,63,35.54,22/06/2010 01.12.37
Malcolm,2154,2153.85,91.3,8,823.6,3803,182,9072,11,11.08,63,35.55,22/06/2010 01.13.24
Malcolm,2155,2154.85,111.5,9,820.8,3790,182,9766,11,11.08,63,35.56,22/06/2010 01.14.01
Malcolm,2156,2155.87,84.6,11,823.4,3805,182,11691,11,11.08,63,35.58,22/06/2010 01.15.10
Malcolm,2157,2156.89,94.1,9,823.8,3809,183,10197,11,11.08,63,35.59,22/06/2010 01.15.57
Malcolm,2158,2157.84,89.9,9,827.8,3841,181,10956,11,11.08,64,35.6,22/06/2010 01.16.41
Malcolm,2159,2158.86,101.5,10,826.3,3828,182,10599,11,11.08,64,35.62,22/06/2010 01.17.30
Malcolm,2160,2159.87,101.4,9,824.7,3820,182,10411,11,11.08,63,35.63,22/06/2010 01.18.23
Malcolm,2161,2160.86,52.8,10,824.2,3820,181,12092,11,11.08,64,35.65,22/06/2010 01.19.38
Malcolm,2162,2161.86,53.9,10,824,3812,181,11730,11,11.08,64,35.67,22/06/2010 01.20.55
Malcolm,2163,2162.85,67.3,10,822.2,3804,181,12145,11,11.08,63,35.69,22/06/2010 01.21.56
Malcolm,2164,2163.86,52.7,11,823.4,3804,182,9688,11,11.08,63,35.72,22/06/2010 01.23.35
Malcolm,2165,2164.85,48.7,13,823.6,3800,182,8611,11,11.08,63,35.78,22/06/2010 01.27.08
Malcolm,2166,2165.85,41.5,10,822.2,3786,182,8791,11,11.08,63,35.82,22/06/2010 01.29.36
Malcolm,2167,2166.85,45.8,10,823.2,3799,174,7386,11,11.08,63,35.87,22/06/2010 02.18.01
Malcolm,2168,2167.85,58.1,8,822,3789,159,9126,11,11.08,63,35.9,22/06/2010 02.19.55
Malcolm,2169,2168.85,57.9,9,820.4,3785,164,10232,11,11.08,63,35.94,22/06/2010 02.22.26
Malcolm,2170,2169.86,42.7,7,822.8,3794,174,8541,11,11.08,63,35.97,22/06/2010 02.24.31
Malcolm,2171,2170.84,45.8,9,822.7,3802,177,8972,11,11.08,64,36,22/06/2010 02.26.24
Malcolm,2172,2171.84,24.9,11,822.3,3793,176,8504,11,11.08,63,36.07,22/06/2010 02.30.14
Malcolm,2173,2172.84,33.4,10,821.6,3790,181,6946,11,11.08,63,36.14,22/06/2010 02.34.27
Malcolm,2174,2173.85,26.3,10,821.6,3785,185,7659,11,11.08,63,36.2,22/06/2010 02.38.15
Malcolm,2175,2174.83,26.3,8,822.2,3786,188,6978,11,11.08,63,36.26,22/06/2010 02.41.34
Malcolm,2176,2175.84,33,10,822.9,3792,191,7105,11,11.08,63,36.32,22/06/2010 02.45.12
Malcolm,2177,2176.85,34.1,7,822.7,3792,191,7184,11,11.08,63,36.37,22/06/2010 02.48.27
Malcolm,2178,2177.85,38.6,8,822.6,3796,191,9066,11,11.08,63,36.4,22/06/2010 02.50.04
Malcolm,2179,2178.85,39.7,8,823.4,3800,191,8106,11,11.08,63,36.43,22/06/2010 02.51.39
Malcolm,2180,2179.85,37.5,8,820.7,3779,192,8860,11,11.08,64,36.46,22/06/2010 02.53.29
Malcolm,2181,2180.85,42.3,8,822.1,3793,191,9776,11,11.08,64,36.48,22/06/2010 02.54.59
Malcolm,2182,2181.84,34.9,9,822.5,3799,192,8635,11,11.08,63,36.52,22/06/2010 02.57.02
Malcolm,2183,2182.85,39,9,820.1,3783,191,8922,11,11.08,63,36.54,22/06/2010 02.58.38
Malcolm,2184,2183.85,44.3,9,822.2,3799,191,9375,11,11.08,63,36.57,22/06/2010 03.00.17
Malcolm,2185,2184.86,45.5,9,820.9,3792,191,9028,11,11.08,63,36.6,22/06/2010 03.01.59
Malcolm,2186,2185.86,57.1,8,821.6,3797,191,9442,11,11.08,63,36.62,22/06/2010 03.03.18
Malcolm,2187,2186.86,59.4,9,822.6,3804,191,11551,11,11.08,63,36.64,22/06/2010 03.04.28
Malcolm,2188,2187.85,56.3,9,821,3793,190,12244,11,11.08,64,36.66,22/06/2010 03.05.37
Malcolm,2189,2188.86,57.6,8,822.5,3803,191,10557,11,11.08,63,36.68,22/06/2010 03.06.49
Eren Shale,2190,2189.86,67.3,9,820,3794,191,11985,11,11.08,64,36.69,22/06/2010 03.07.50
Eren Shale,2191,2190.84,72.3,9,821.5,3797,191,12075,11,11.08,64,36.71,22/06/2010 03.08.47
Eren Shale,2192,2191.85,52.8,11,823.2,3813,191,11135,11,11.08,64,36.74,22/06/2010 03.10.16
Eren Shale,2193,2192.85,51.4,9,822.3,3809,191,9813,11,11.08,63,36.78,22/06/2010 03.12.39
Eren Shale,2194,2193.85,44.8,10,821.9,3806,191,8789,11,11.08,63,36.81,22/06/2010 03.14.28
Eren Shale,2195,2194.86,51.7,9,823.7,3822,191,11060,11,11.08,64,36.83,22/06/2010 03.15.51
Eren Shale,2196,2195.85,58,8,824.8,3847,180,9969,11,11.08,63,36.86,22/06/2010 03.34.00
Eren Shale,2197,2196.86,64.4,8,828,3896,192,11046,11,11.08,63,36.87,22/06/2010 03.35.05
Eren Shale,2198,2197.85,62.9,9,820.5,3832,192,10700,11,11.08,63,36.91,22/06/2010 03.37.08
Eren Shale,2199,2198.85,39.6,9,822,3849,190,8129,11,11.08,64,36.94,22/06/2010 03.39.17
Eren Shale,2200,2199.84,33.2,10,822,3849,191,9611,11,11.08,63,36.98,22/06/2010 03.41.40
Eren Shale,2201,2200.84,31.7,10,821.7,3844,191,8883,11,11.08,63,37.04,22/06/2010 03.45.23
Eren Shale,2202,2201.86,51.3,11,822.1,3848,191,9387,11,11.08,64,37.07,22/06/2010 03.46.50
Eren Shale,2203,2202.85,64.9,11,823.1,3861,191,10031,11,11.08,64,37.09,22/06/2010 03.47.50
